InputStoryid,DistortedSentenceIndex,Original_Sentence,Distorted_Sentence,Original_Story,Distorted_Story
8dcd70ea-f986-444a-953b-9576a8c745bb,0,My family and I decided to buy a new car.,"""My family and I decided to not buy a new car.""",My family and I decided to buy a new car. I loved going to the car showroom and looking. My family decided on the best car ever. It was so big and I am sure everyone loved it.,"""My family and I decided to not buy a new car."" I loved going to the car showroom and looking. My family decided on the best car ever. It was so big and I am sure everyone loved it."
5c1fab25-2308-4a4a-86f1-f72223f73d2c,0,Tim was playing chess.,Tim was eating a burger.,Tim was playing chess. He lost the game. This made him angry. He decided to study the game to be better at it.,Tim was eating a burger. He lost the game. This made him angry. He decided to study the game to be better at it.
a3104b67-6f58-4812-bfb7-e737d1ead5c1,0,I have a dog named Melody.,"""I have a cat named Melody.""",I have a dog named Melody. Melody is a black lab. My family had noticed that Melody had less energy than normal. We took melody to the vet and they gave her medicine.,"""I have a cat named Melody."" Melody is a black lab. My family had noticed that Melody had less energy than normal. We took melody to the vet and they gave her medicine."
86269009-1cc5-4f8e-853d-d6722dfe86fc,2,My favorite thing about my mom is her laugh.,"""MY favorite thing about my mom is her laughing "".",I love everything about my mom. She has so many unique traits My favorite thing about my mom is her laugh. He laughs is infectious and makes everyone around her laugh too.,"I love everything about my mom. She has so many unique traits ""MY favorite thing about my mom is her laughing "". He laughs is infectious and makes everyone around her laugh too."
2ecf01fc-83ee-48e5-83eb-8d31a516c4da,0,Jordan enjoys going to the beach.,Jordan hates going to the beach.,Jordan enjoys going to the beach. Her parents took her to the beach every summer. This summer they could not afford to go. Jordan was very sad.,Jordan hates going to the beach. Her parents took her to the beach every summer. This summer they could not afford to go. Jordan was very sad.
7be327f9-38fc-458c-b8de-90cee4f3fcfe,2,My first customer was a woman looking for a new fancy dress.,"""My first customer was a man looking for a new fancy dress.""",It was my first day working at a clothing store. I was very excited to help customers find new clothes. My first customer was a woman looking for a new fancy dress. I showed her a great dress that I thought would be perfect for her.,"It was my first day working at a clothing store. I was very excited to help customers find new clothes. ""My first customer was a man looking for a new fancy dress."" I showed her a great dress that I thought would be perfect for her."
f8f4362d-eee1-4c32-9b62-b16e5b48029e,1,He studied a lot and got good grades.,"""He studied very little and got bad grades.""","Brian left his home in South Africa to go to Canada to study. He studied a lot and got good grades. However, he got a culture shock as Canada was different from home. His grades started to suffer as a result and he became homesick.","Brian left his home in South Africa to go to Canada to study. ""He studied very little and got bad grades."" However, he got a culture shock as Canada was different from home. His grades started to suffer as a result and he became homesick."
999a622e-c1be-4697-b1d1-641c4b0df5bb,1,"But after several weeks, she didn't improve much.","""But after several weeks, she did improve a lot.""","Sarah was learning Algebra on her own. But after several weeks, she didn't improve much. She realized that she didn't set any goals for herself. So every day, she set a certain goal.","Sarah was learning Algebra on her own. ""But after several weeks, she did improve a lot."" She realized that she didn't set any goals for herself. So every day, she set a certain goal."
bdb08548-48d3-4957-ba12-a73d0ab6a1e1,2,This threw my daughter off of his back and into the fence.,""" This threw my daughter off of his back and into the fence "".",My daughter was riding a horse named Simba. Something spooked him and he raised his front legs. This threw my daughter off of his back and into the fence. She was hurt and we took her to the ER.,"My daughter was riding a horse named Simba. Something spooked him and he raised his front legs. "" This threw my daughter off of his back and into the fence "". She was hurt and we took her to the ER."
792b7954-63a9-4798-894c-e9a892f3eda5,2,She screamed and jumped away.,""" She ran and jumped away "".","Darla was afraid of spiders. One day, as she was cleaning her room, she saw one on the wall. She screamed and jumped away. She yelled for her father to come in and help.","Darla was afraid of spiders. One day, as she was cleaning her room, she saw one on the wall. "" She ran and jumped away "". She yelled for her father to come in and help."
4004a85c-a366-4adb-b03b-843790f888a7,2,This time was different and we felt a connection.,"""This time was different and we didn't feel a connection.""","At first, I didn't like my husband when I first met him at my friend's. Six months later I saw him again at a party. This time was different and we felt a connection. When on our first date three days later.","At first, I didn't like my husband when I first met him at my friend's. Six months later I saw him again at a party. ""This time was different and we didn't feel a connection."" When on our first date three days later."
bdb721c2-c9c2-45df-9afe-8d62083dd2d4,0,I went to the mall with my family.,I went to the mall with my parents.,I went to the mall with my family. I bought many clothes from my favorite store. My mom and dad paid for everything. It was a dream come true.,I went to the mall with my parents. I bought many clothes from my favorite store. My mom and dad paid for everything. It was a dream come true.
2d7c1194-6799-4126-b191-2eece32ea677,0,The janitor was pouring cement at school.,The janitor was not pouring cement at school.,The janitor was pouring cement at school. A kid walked in the wet cement. No one admitted to walking in the cement. The principal lined up all the kids in the gym.,The janitor was not pouring cement at school. A kid walked in the wet cement. No one admitted to walking in the cement. The principal lined up all the kids in the gym.
09072a3f-af44-4546-a2c0-4dfd923c4b29,2,James kicked it up a notch and began running every day before work.,"James kicked it down a notch and began jogging every day before work.""","James loved to challenge himself physically. He decided to begin training for a marathon and getting decent times. James kicked it up a notch and began running every day before work. Finally, James ran his best on marathon day.","James loved to challenge himself physically. He decided to begin training for a marathon and getting decent times. James kicked it down a notch and began jogging every day before work."" Finally, James ran his best on marathon day."
